2022-03-25 17:08:36,0,0.0
2022-03-25 17:08:41,0,0.0
2022-03-25 17:08:46,0,0.0
2022-03-25 17:08:51,0,0.0
2022-03-25 17:08:56,0,0.0
2022-03-25 17:09:01,0,0.0
2022-03-25 17:09:06,0,0.0
2022-03-25 17:09:11,0,0.0
2022-03-25 17:09:16,0,0.0
2022-03-25 17:09:20,0,0.0
2022-03-25 17:09:23,0,0.0
2022-03-25 17:09:28,0,0.0
2022-03-25 17:09:33,0,0.0
2022-03-25 17:09:38,0,0.0
2022-03-25 17:09:43,0,0.0
2022-03-25 17:09:48,0,0.0
2022-03-25 17:09:53,0,0.0
2022-03-25 17:09:58,0,0.0
2022-03-25 17:10:03,0,0.0
2022-03-25 17:10:08,0,0.0
2022-03-25 17:10:13,0,0.0
2022-03-25 17:10:18,0,0.0
2022-03-25 17:10:23,0,0.0
2022-03-25 17:10:28,0,0.0
2022-03-25 17:10:33,0,0.0
2022-03-25 17:10:38,0,0.0
2022-03-25 17:10:43,0,0.0
2022-03-25 17:10:48,0,0.0
2022-03-25 17:10:53,0,0.0
2022-03-25 17:10:58,0,0.0
2022-03-25 17:11:01,0,0.0
2022-03-25 17:11:04,0,0.0
2022-03-25 17:11:06,0,0.0
2022-03-25 17:11:08,0,0.0
2022-03-25 17:11:09,0,0.0
2022-03-25 17:11:11,0,0.0
2022-03-25 17:11:13,0,0.0
2022-03-25 17:11:14,0,0.0
2022-03-25 17:11:16,0,0.0
2022-03-25 17:11:17,0,0.0
2022-03-25 17:11:19,0,0.0
2022-03-25 17:11:21,0,0.0
2022-03-25 17:11:22,0,0.0
2022-03-25 17:11:24,0,0.0
2022-03-25 17:11:25,0,0.0
2022-03-25 17:11:27,0,0.0
2022-03-25 17:11:29,0,0.0
2022-03-25 17:11:30,0,0.0
2022-03-25 17:11:32,0,0.0
2022-03-25 17:12:46,0,0.0
2022-03-25 17:12:51,0,0.0
2022-03-25 17:12:56,0,0.0
2022-03-25 17:13:01,0,0.0
2022-03-25 17:13:06,0,0.0
2022-03-25 17:13:11,0,0.0
2022-03-25 17:13:16,0,0.0
2022-03-25 17:13:21,0,0.0
2022-03-25 17:13:26,0,0.0
